"","fix","Player","Pos","G","Tm","Age","GS","MP.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G","MP.y","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","last.name","average.salary"
"1","aaronbrooks","Aaron Brooks\brookaa01","PG",82,"CHI",30,21,23,4.2,10,0.421,1.5,3.8,0.387,2.7,6.1,0.442,0.495,1.8,2.1,0.833,0.4,1.6,2,3.2,0.7,0.2,1.9,2.3,11.6,1885,14.4,0.534,0.383,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25,1.7,1.5,3.3,0.083,1,-2.4,-1.4,0.3,"Brooks",2250000
"2","aarongordon","Aaron Gordon\gordoaa01","PF",47,"ORL",19,8,17,2,4.4,0.447,0.3,1,0.271,1.7,3.4,0.5,0.478,0.9,1.3,0.721,1,2.6,3.6,0.7,0.4,0.5,0.8,1.8,5.2,797,11.4,0.517,0.231,0.293,6.4,17.8,12,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1,0.06,-2.8,0,-2.8,-0.2,"Gordon",4504865
"3","adreianpayne","Adreian Payne\paynead01","PF",32,"TOT",23,22,23.1,2.8,6.9,0.414,0,0.3,0.111,2.8,6.6,0.427,0.416,0.9,1.4,0.652,1.5,3.6,5.1,0.9,0.6,0.3,1.4,2.8,6.7,739,7.7,0.443,0.041,0.209,7.2,18.2,12.5,6.4,1.3,1,15.5,17,-0.7,0.2,-0.5,-0.033,-4.6,-1.3,-5.9,-0.7,"Payne",1938800
"4","alananderson","Alan Anderson\anderal01","SG",74,"BRK",32,19,23.6,2.6,5.9,0.443,1,2.8,0.348,1.6,3.1,0.53,0.526,1.1,1.4,0.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2,7.4,1744,10.6,0.563,0.477,0.23,2,11.1,6.6,7.2,1.7,0.2,11,14.2,1.7,1.1,2.7,0.075,0,-0.5,-0.5,0.6,"Anderson",4000000
"5","alecburks","Alec Burks\burksal01","SG",27,"UTA",23,27,33.3,4.5,11.1,0.403,1,2.5,0.382,3.5,8.6,0.409,0.447,3.9,4.8,0.822,0.7,3.5,4.2,3,0.6,0.2,1.9,2.4,13.9,899,13,0.524,0.227,0.43,2.5,12.1,7.3,15.2,1,0.4,12.7,20.8,1.1,0.6,1.7,0.089,-0.4,-1.1,-1.6,0.1,"Burks",10500000
"6","alexisajinca","Alexis Ajinca\ajincal01","C",68,"NOP",26,8,14.1,2.7,4.8,0.55,0,0,0,2.7,4.8,0.55,0.55,1.2,1.5,0.818,1.5,3.1,4.6,0.7,0.3,0.8,1,2.2,6.5,957,19.9,0.595,0,0.301,12.4,25,18.7,8.2,1.2,4,15.6,21.1,1.9,1.2,3.2,0.159,-0.5,0.6,0.2,0.5,"Ajinca",5050000
"7","alexlen","Alex Len\lenal01","C",69,"PHO",21,44,22,2.6,5.1,0.507,0,0,0.333,2.6,5.1,0.509,0.508,1.1,1.5,0.702,2.1,4.5,6.6,0.5,0.5,1.5,1.1,3.1,6.3,1518,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-3.3,2.3,-1,0.4,"Len",3943345
"8","alfarouqaminu","Al-Farouq Aminu\aminual01","SF",74,"DAL",24,3,18.5,2,4.8,0.412,0.5,1.7,0.274,1.5,3.1,0.485,0.459,1.1,1.6,0.712,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,1366,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2,3.3,0.115,-0.5,2.9,2.4,1.5,"Aminu",7500000
"9","alhorford","Al Horford\horfoal01","C",76,"ATL",28,76,30.5,6.8,12.7,0.538,0.1,0.5,0.306,6.7,12.2,0.547,0.544,1.4,1.9,0.759,1.7,5.4,7.2,3.2,0.9,1.3,1.3,1.6,15.2,2318,21.4,0.563,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,5.1,3.6,8.7,0.179,1.3,2.5,3.8,3.4,"Horford",12000000
"10","aljefferson","Al Jefferson\jeffeal01","C",65,"CHO",30,61,30.6,7.5,15.5,0.481,0,0.1,0.4,7.4,15.5,0.482,0.482,1.7,2.5,0.655,1.5,6.9,8.4,1.7,0.7,1.3,1,2.1,16.6,1992,19.7,0.5,0.005,0.163,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,1.3,3.4,4.7,0.113,-1.3,1.6,0.2,1.1,"Jefferson",13500000
"11","allencrabbe","Allen Crabbe\crabbal01","SG",51,"POR",22,9,13.4,1.2,3,0.412,0.6,1.7,0.353,0.6,1.3,0.485,0.51,0.2,0.3,0.75,0.1,1.3,1.4,0.8,0.4,0.3,0.3,1.5,3.3,683,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.088,-1.3,1,-0.3,0.3,"Crabbe",878092
"12","alonzogee","Alonzo Gee\geeal01","SF",54,"TOT",27,2,12.3,1.6,3.4,0.468,0.2,0.6,0.371,1.4,2.8,0.49,0.503,1,1.4,0.701,0.7,1.1,1.7,0.5,0.6,0.1,0.6,1.1,4.5,662,13,0.548,0.188,0.414,5.9,9.5,7.7,5.8,2.7,0.8,13,16.7,0.6,0.6,1.2,0.086,-1.3,0.3,-1,0.2,"Gee",1349700
"13","amarestoudemire","Amar'e Stoudemire\stoudam01","PF",59,"TOT",32,15,21.1,4.6,8.3,0.557,0,0.1,0,4.6,8.2,0.562,0.557,2.3,3.2,0.72,1.9,3.7,5.6,0.8,0.5,0.6,1.3,2.7,11.5,1245,20.3,0.595,0.008,0.38,9.9,20.5,15.1,6.8,1.2,2.5,12,23.8,2.6,1,3.6,0.138,-0.2,-1.3,-1.4,0.2,"Stoudemire",1499187
"14","amirjohnson","Amir Johnson\johnsam01","PF",75,"TOR",27,72,26.4,4,6.9,0.574,0.3,0.6,0.413,3.7,6.3,0.59,0.592,1.1,1.7,0.612,2.1,4,6.1,1.6,0.6,0.8,1.5,3,9.3,1979,15.4,0.603,0.089,0.249,9.3,17.3,13.3,9.4,1.1,2.4,16,15.7,3.5,1.6,5.1,0.124,0.8,1,1.8,1.9,"Johnson",12000000
"15","andersonvarejao","Anderson Varejao\varejan01","C",26,"CLE",32,26,24.5,4.3,7.7,0.555,0,0.1,0,4.3,7.6,0.561,0.555,1.3,1.7,0.733,2.2,4.3,6.5,1.3,0.7,0.6,1.3,2.2,9.8,636,17.7,0.58,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2,13.7,18.1,1.2,0.7,1.9,0.145,0,1,0.9,0.5,"Varejao",458575
"16","andredrummond","Andre Drummond\drumman01","C",82,"DET",21,82,30.5,6,11.7,0.514,0,0,0,6,11.7,0.515,0.514,1.7,4.5,0.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8,2502,21.4,0.504,0.002,0.38,18.3,30.1,24,3.9,1.5,4.8,9.7,22,3.4,4.3,7.7,0.147,-1.2,1.1,-0.2,1.2,"Drummond",2664793
"17","andreiguodala","Andre Iguodala\iguodan01","SF",77,"GSW",31,0,26.9,3,6.4,0.466,1,2.8,0.349,2,3.7,0.553,0.54,0.9,1.5,0.596,0.6,2.8,3.3,3,1.2,0.3,1.1,1.3,7.8,2069,12.3,0.553,0.427,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,2.3,2.8,5.1,0.117,0.1,1.5,1.6,1.9,"Iguodala",12000000
"18","andremiller","Andre Miller\millean02","PG",81,"TOT",38,0,15.5,1.8,3.6,0.5,0.1,0.4,0.206,1.7,3.2,0.539,0.512,0.7,1,0.753,0.5,1.4,1.9,3.5,0.4,0.1,1.3,1.3,4.4,1253,13.3,0.548,0.117,0.266,3.4,10.2,6.9,34.5,1.3,0.4,24.3,15.3,1.4,0.8,2.2,0.084,-1.2,-1.8,-3,-0.3,"Miller",396844
"19","andreroberson","Andre Roberson\roberan03","SG",67,"OKC",23,65,19.2,1.4,3,0.458,0.3,1.3,0.247,1.1,1.7,0.612,0.51,0.3,0.7,0.479,0.9,2.9,3.8,1,0.8,0.4,0.7,2.1,3.4,1286,9.1,0.513,0.423,0.239,5.1,16,10.6,7.4,2.1,1.8,17.2,9,0.5,1.6,2.1,0.079,-1.8,2.1,0.3,0.7,"Roberson",1323828
"20","andrewbogut","Andrew Bogut\bogutan01","C",67,"GSW",30,65,23.6,3,5.3,0.563,0,0,0,3,5.3,0.563,0.563,0.3,0.6,0.524,2.1,6,8.1,2.7,0.6,1.7,1.6,2.8,6.3,1583,15.8,0.565,0,0.118,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,1.9,3.4,5.2,0.159,-1.4,5.5,4.1,2.4,"Bogut",12000000
"21","andrewnicholson","Andrew Nicholson\nichoan01","PF",40,"ORL",25,3,12.3,2.1,4.8,0.437,0.3,1,0.317,1.8,3.7,0.47,0.471,0.4,0.6,0.6,0.4,1.6,2.1,0.6,0.2,0.3,0.6,1.3,4.9,492,10.3,0.483,0.216,0.132,3.8,15.2,9.4,7.3,0.6,2,10.7,20.8,-0.2,0.3,0.1,0.007,-4,-2.1,-6.2,-0.5,"Nicholson",1706648
"22","andrewwiggins","Andrew Wiggins\wiggian01","SF",82,"MIN",19,82,36.2,6.1,13.9,0.437,0.5,1.5,0.31,5.6,12.3,0.453,0.454,4.3,5.7,0.76,1.6,2.9,4.6,2.1,1,0.6,2.2,2.3,16.9,2969,13.9,0.517,0.111,0.41,5,9.5,7.2,9.8,1.5,1.3,11.7,22.6,2.1,0,2.1,0.034,-0.5,-1.8,-2.3,-0.2,"Wiggins",6212561
"23","anthonydavis","Anthony Davis\davisan02","PF",68,"NOP",21,68,36.1,9.4,17.6,0.535,0,0.2,0.083,9.4,17.5,0.54,0.536,5.5,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,2455,30.8,0.591,0.01,0.384,8,24.1,16.1,11.6,2.1,6.2,6.3,27.8,9.9,4.2,14,0.274,4.2,3,7.1,5.7,"Davis",5799503
"24","anthonymorrow","Anthony Morrow\morroan01","SG",74,"OKC",29,0,24.4,3.9,8.3,0.463,1.9,4.4,0.434,1.9,3.9,0.497,0.578,1.1,1.2,0.888,0.5,2.1,2.6,0.8,0.7,0.1,0.5,1.8,10.7,1806,14.8,0.604,0.528,0.145,2.4,9.1,5.8,5.2,1.5,0.5,5.5,16.5,4.4,1.2,5.7,0.151,2.4,-1.8,0.6,1.2,"Morrow",3344000
"25","anthonytolliver","Anthony Tolliver\tollian01","PF",76,"TOT",29,11,18.8,2.1,5.2,0.41,1.4,3.8,0.366,0.7,1.4,0.534,0.545,0.7,0.9,0.783,0.7,2.4,3.1,0.8,0.3,0.2,0.7,1.8,6.3,1432,11.1,0.569,0.738,0.176,3.7,14.5,9,6.3,0.9,0.9,10.8,14.7,1.8,0.9,2.7,0.092,0.5,-1.1,-0.6,0.5,"Tolliver",3000000
"26","archiegoodwin","Archie Goodwin\goodwar01","SG",41,"PHO",20,2,13,1.9,4.9,0.393,0.3,1,0.293,1.6,3.9,0.419,0.423,1.5,2,0.735,0.7,1.1,1.8,1.1,0.4,0.2,1.2,1.3,5.6,535,11.2,0.486,0.204,0.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,-0.2,0.4,0.2,0.014,-3.3,-1.2,-4.5,-0.3,"Goodwin",1357732
"27","aronbaynes","Aron Baynes\baynear01","C",70,"SAS",28,17,16,2.6,4.7,0.566,0,0.1,0.25,2.6,4.6,0.57,0.567,1.3,1.5,0.865,1.6,3,4.5,0.5,0.2,0.3,0.9,2.3,6.6,1122,15.9,0.618,0.012,0.318,11.2,20.7,16.1,4.9,0.7,1.5,14.8,17.8,2.3,1.6,3.9,0.166,-0.7,-0.2,-1,0.3,"Baynes",6500000
"28","arronafflalo","Arron Afflalo\afflaar01","SG",78,"TOT",29,72,32.1,4.8,11.3,0.424,1.5,4.3,0.354,3.3,7.1,0.466,0.491,2.1,2.5,0.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1,13.3,2502,10.7,0.533,0.377,0.224,1.1,9.7,5.3,8.2,0.8,0.2,10.7,19,1.6,1,2.6,0.05,-0.5,-1.3,-1.8,0.1,"Afflalo",8000000
"29","austinrivers","Austin Rivers\riverau01","PG-SG",76,"TOT",22,5,20.6,2.7,6.5,0.409,0.5,1.7,0.298,2.2,4.8,0.449,0.449,1.1,1.7,0.675,0.4,1.6,2,2,0.6,0.2,0.9,1.9,7,1563,10.3,0.481,0.264,0.254,2,8.9,5.5,14.7,1.6,0.7,10.5,17.9,0.5,1,1.5,0.046,-1.7,-1.2,-2.9,-0.4,"Rivers",3227451
"30","averybradley","Avery Bradley\bradlav01","SG",77,"BOS",24,77,31.5,5.6,13.1,0.429,1.6,4.6,0.352,4,8.6,0.47,0.49,1,1.3,0.79,0.6,2.5,3.1,1.8,1.1,0.2,1.4,2.3,13.9,2428,11.5,0.507,0.348,0.099,2,8.9,5.4,8.9,1.7,0.5,9.4,21,0.4,2.1,2.5,0.049,-0.8,-0.9,-1.7,0.2,"Bradley",8000000
"31","benmclemore","Ben McLemore\mclembe01","SG",82,"SAC",21,82,32.6,4.4,10.1,0.437,1.7,4.8,0.358,2.7,5.4,0.507,0.521,1.6,2,0.813,0.4,2.6,2.9,1.7,0.9,0.2,1.7,2.7,12.1,2670,10.4,0.552,0.471,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,1.7,0.8,2.5,0.045,0.4,-1.3,-0.8,0.8,"McLemore",3271931
"32","benoudrih","Beno Udrih\udrihbe01","PG",79,"MEM",32,12,18.9,3.1,6.4,0.487,0.3,1.2,0.268,2.8,5.2,0.539,0.513,1.1,1.3,0.853,0.3,1.6,1.8,2.8,0.6,0.1,1.1,1.1,7.7,1494,15.4,0.55,0.192,0.202,1.5,9.4,5.5,24,1.6,0.4,13.9,19.6,2,1.6,3.6,0.115,0.2,-1,-0.8,0.5,"Udrih",191512
"33","bismackbiyombo","Bismack Biyombo\biyombi01","C",64,"CHO",22,21,19.4,1.6,2.9,0.543,0,0,0,1.6,2.9,0.543,0.543,1.6,2.7,0.583,2.5,3.9,6.4,0.3,0.3,1.5,0.8,2.2,4.8,1243,15.2,0.578,0,0.941,13.7,22.6,18,2,0.7,6.3,16.5,11.6,1.8,2.2,4,0.156,-3.2,2.8,-0.4,0.5,"Biyombo",2877315
"34","blakegriffin","Blake Griffin\griffbl01","PF",67,"LAC",25,67,35.2,8.6,17.1,0.502,0.1,0.4,0.4,8.4,16.7,0.504,0.506,4.6,6.4,0.728,1.9,5.7,7.6,5.3,0.9,0.5,2.3,2.9,21.9,2356,22.8,0.551,0.022,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,6.6,2.4,9,0.183,3.1,1,4.1,3.6,"Griffin",18907725
"35","bojanbogdanovic","Bojan Bogdanovic\bogdabo02","SF",78,"BRK",25,28,23.8,3.3,7.4,0.453,1.2,3.3,0.355,2.2,4.1,0.531,0.532,1.1,1.4,0.821,0.6,2.1,2.7,0.9,0.4,0.1,1,1.3,9,1854,11.6,0.562,0.444,0.184,3,9.8,6.4,5.8,0.9,0.4,11.1,17.2,1.7,0.7,2.4,0.062,0,-1.9,-1.8,0.1,"Bogdanovic",3425510
"36","borisdiaw","Boris Diaw\diawbo01","PF",81,"SAS",32,15,24.5,3.6,7.8,0.46,0.7,2.1,0.32,2.9,5.7,0.512,0.503,0.9,1.1,0.774,1,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,1984,12.7,0.526,0.267,0.147,4.5,15.2,10,17.9,0.9,0.9,15.8,18.3,1.3,2.3,3.6,0.088,-0.6,0.7,0.1,1.1,"Diaw",7000000
"37","bradleybeal","Bradley Beal\bealbr01","SG",63,"WAS",21,59,33.4,5.8,13.5,0.427,1.7,4.1,0.409,4.1,9.4,0.434,0.489,2.1,2.6,0.783,0.9,2.9,3.8,3.1,1.2,0.3,2,2.2,15.3,2107,14,0.521,0.304,0.195,3.1,9.6,6.4,15,1.8,0.7,11.7,22.5,1.3,2.4,3.7,0.085,0.5,-0.1,0.5,1.3,"Beal",4663129
"38","brandanwright","Brandan Wright\wrighbr03","PF",75,"TOT",27,7,19.3,3.1,4.8,0.642,0,0,0,3.1,4.8,0.647,0.642,1,1.5,0.696,1.7,2.6,4.3,0.5,0.7,1.3,0.5,1.4,7.3,1449,20.4,0.66,0.008,0.309,9.6,14.7,12.1,4.4,1.7,5.1,7.6,13.6,4.3,1.8,6.1,0.202,1.2,2.4,3.6,2,"Wright",5709880
"39","brandonbass","Brandon Bass\bassbr01","PF",82,"BOS",29,43,23.5,4.2,8.3,0.504,0.1,0.4,0.281,4.1,7.9,0.515,0.51,2.1,2.6,0.79,1.7,3.2,4.9,1.3,0.5,0.4,1,1.7,10.6,1929,16.3,0.557,0.047,0.313,7.8,14.9,11.3,8.6,1.1,1.3,9.6,19.5,3.4,1.9,5.3,0.132,-0.4,-0.1,-0.5,0.7,"Bass",3067500
"40","brandonjennings","Brandon Jennings\jennibr01","PG",41,"DET",25,41,28.6,5.3,13.2,0.401,1.9,5.1,0.36,3.5,8.1,0.428,0.471,2.9,3.5,0.839,0.5,2,2.5,6.6,1.1,0.1,2.2,1.6,15.4,1173,19.7,0.522,0.389,0.263,1.9,8,4.8,39.9,1.9,0.3,12.9,26.3,2.6,0.7,3.3,0.136,4.3,-2.5,1.8,1.1,"Jennings",8000000
"41","brandonknight","Brandon Knight\knighbr03","PG-SG",63,"TOT",23,61,32.3,6,14.1,0.422,2,5.1,0.389,4,9,0.441,0.493,3.1,3.5,0.874,0.4,3.4,3.9,5.2,1.4,0.2,3,1.8,17,2035,17.1,0.543,0.361,0.251,1.6,12,6.8,27.4,2.3,0.4,16.1,25.9,2,2.5,4.5,0.106,1.7,-0.7,1.1,1.6,"Knight",14000000
"42","brandonrush","Brandon Rush\rushbr01","SG",33,"GSW",29,0,8.2,0.3,1.6,0.204,0.1,0.8,0.111,0.2,0.8,0.296,0.231,0.2,0.3,0.455,0.1,1.1,1.2,0.4,0.2,0.4,0.3,0.8,0.9,271,0.8,0.255,0.5,0.204,1.6,14.3,8.2,5.4,0.9,3.3,15.8,11.2,-0.7,0.4,-0.3,-0.056,-7.7,1.8,-6,-0.3,"Rush",1208325
"43","brianroberts","Brian Roberts\roberbr01","PG",72,"CHO",29,10,18.5,2.4,6.3,0.389,0.9,2.7,0.321,1.6,3.6,0.44,0.458,0.9,1,0.892,0.2,1.3,1.5,2.3,0.5,0.1,0.8,1,6.7,1330,11.7,0.495,0.427,0.164,1,8.2,4.5,20.3,1.3,0.4,10.5,18.6,0.6,1.2,1.8,0.064,-0.8,-1.7,-2.5,-0.2,"Roberts",33588
"44","brianroberts","Brian Roberts\roberbr01","PG",72,"CHO",29,10,18.5,2.4,6.3,0.389,0.9,2.7,0.321,1.6,3.6,0.44,0.458,0.9,1,0.892,0.2,1.3,1.5,2.3,0.5,0.1,0.8,1,6.7,1330,11.7,0.495,0.427,0.164,1,8.2,4.5,20.3,1.3,0.4,10.5,18.6,0.6,1.2,1.8,0.064,-0.8,-1.7,-2.5,-0.2,"Roberts",2793470
"45","brianroberts","Brian Roberts\roberbr01","PG",72,"CHO",29,10,18.5,2.4,6.3,0.389,0.9,2.7,0.321,1.6,3.6,0.44,0.458,0.9,1,0.892,0.2,1.3,1.5,2.3,0.5,0.1,0.8,1,6.7,1330,11.7,0.495,0.427,0.164,1,8.2,4.5,20.3,1.3,0.4,10.5,18.6,0.6,1.2,1.8,0.064,-0.8,-1.7,-2.5,-0.2,"Roberts",1897695
"46","brooklopez","Brook Lopez\lopezbr01","C",72,"BRK",26,44,29.2,7,13.7,0.513,0,0.1,0.1,7,13.6,0.517,0.513,3.1,3.8,0.814,3,4.5,7.4,0.7,0.6,1.8,1.4,2.9,17.2,2100,22.7,0.558,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,4.7,2.2,7,0.159,0.5,-0.3,0.2,1.1,"Lopez",21165675
"47","brunocaboclo","Bruno Caboclo\cabocbr01","SF",8,"TOR",19,0,2.9,0.5,1.5,0.333,0.3,0.4,0.667,0.3,1.1,0.222,0.417,0,0,0,0.1,0.1,0.3,0,0,0.1,0.5,0.4,1.3,23,-1.8,0.417,0.25,0,5,5,5,0,0,3.5,25,31.5,-0.1,0,-0.1,-0.275,-12.6,-6.3,-18.9,-0.1,"Caboclo",1755806
"48","brycecotton","Bryce Cotton\cottobr01","PG",15,"UTA",22,0,10.6,1.9,4.6,0.42,0.5,1.3,0.35,1.5,3.3,0.449,0.471,1,1.2,0.833,0.2,1,1.2,1,0.3,0,0.8,0.4,5.3,159,14.5,0.52,0.29,0.261,2.2,10.8,6.5,17,1.3,0,13.5,25.6,0.1,0.1,0.2,0.067,-1.2,-3.2,-4.4,-0.1,"Cotton",4971
"49","brycecotton","Bryce Cotton\cottobr01","PG",15,"UTA",22,0,10.6,1.9,4.6,0.42,0.5,1.3,0.35,1.5,3.3,0.449,0.471,1,1.2,0.833,0.2,1,1.2,1,0.3,0,0.8,0.4,5.3,159,14.5,0.52,0.29,0.261,2.2,10.8,6.5,17,1.3,0,13.5,25.6,0.1,0.1,0.2,0.067,-1.2,-3.2,-4.4,-0.1,"Cotton",14913
"50","cameronbairstow","Cameron Bairstow\bairsca01","PF",18,"CHI",24,1,3.6,0.2,0.8,0.214,0,0,0,0.2,0.8,0.214,0.214,0.2,0.3,0.8,0.3,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.6,64,2.1,0.309,0,0.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,-0.1,0,-0.1,-0.048,-6.7,-1,-7.7,-0.1,"Bairstow",777609
"51","cameronbairstow","Cameron Bairstow\bairsca01","PF",18,"CHI",24,1,3.6,0.2,0.8,0.214,0,0,0,0.2,0.8,0.214,0.214,0.2,0.3,0.8,0.3,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.6,64,2.1,0.309,0,0.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,-0.1,0,-0.1,-0.048,-6.7,-1,-7.7,-0.1,"Bairstow",845059
"52","carllandry","Carl Landry\landrca01","PF",70,"SAC",31,15,17,2.7,5.3,0.515,0,0,0,2.7,5.3,0.515,0.515,1.8,2.1,0.82,1.4,2.4,3.8,0.4,0.2,0.2,0.8,1.9,7.2,1192,14.9,0.578,0,0.407,9.8,15.5,12.8,3.6,0.6,1.1,11,18.1,2.3,0.5,2.8,0.112,-1,-2.6,-3.6,-0.5,"Landry",6500000
"53","carmeloanthony","Carmelo Anthony\anthoca01","SF",40,"NYK",30,40,35.7,9,20.2,0.444,1.5,4.5,0.341,7.4,15.7,0.474,0.482,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1,0.4,2.2,2.2,24.2,1428,21.5,0.531,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,2.2,0.6,2.9,0.097,3.5,-2.2,1.4,1.2,"Anthony",24812936
"54","caronbutler","Caron Butler\butleca01","SF",78,"DET",34,21,20.8,2.1,5.1,0.407,1.1,2.8,0.379,1,2.3,0.441,0.511,0.7,0.8,0.902,0.3,2.2,2.5,1,0.6,0.1,0.6,1.5,5.9,1623,9.3,0.544,0.553,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,1.3,1,2.4,0.07,-1,-0.5,-1.5,0.2,"Butler",1525423
"55","chandlerparsons","Chandler Parsons\parsoch01","SF",66,"DAL",26,66,33.1,5.8,12.6,0.462,2,5.3,0.38,3.8,7.3,0.521,0.542,2.1,2.9,0.72,1,3.9,4.9,2.4,1,0.3,1.5,2.1,15.7,2186,16.3,0.567,0.419,0.233,3.2,13,8.1,11.4,1.6,0.7,9.5,20.6,3.8,1.7,5.5,0.121,2.7,-0.2,2.5,2.5,"Parsons",15361500
"56","channingfrye","Channing Frye\fryech01","PF",75,"ORL",31,51,24.9,2.5,6.5,0.392,1.8,4.6,0.393,0.7,1.9,0.39,0.532,0.4,0.5,0.886,0.4,3.5,3.9,1.3,0.6,0.5,1,2.5,7.3,1870,9.5,0.546,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,0.7,1.4,2.1,0.053,-0.9,0,-0.9,0.5,"Frye",8000000
"57","charlievillanueva","Charlie Villanueva\villach01","PF",64,"DAL",30,1,10.6,2.3,5.7,0.414,1.3,3.5,0.376,1,2.2,0.475,0.529,0.3,0.5,0.571,0.5,1.9,2.3,0.3,0.2,0.3,0.4,1,6.3,678,17.4,0.534,0.61,0.097,4.8,19.3,12.1,4.7,1.1,2.6,6.9,26.7,0.6,0.7,1.4,0.096,1.2,-3.1,-1.8,0,"Villanueva",1499187
"58","chasebudinger","Chase Budinger\budinch01","SF",67,"MIN",26,4,19.2,2.5,5.8,0.433,0.8,2.1,0.364,1.7,3.7,0.474,0.5,1,1.2,0.827,0.5,2.5,3,1,0.7,0.1,0.7,1.1,6.8,1286,12.2,0.537,0.367,0.208,2.8,15.1,8.8,8,1.7,0.6,10.3,16.3,1.1,0.2,1.3,0.049,-0.9,-1.9,-2.8,-0.3,"Budinger",258082
"59","chrisandersen","Chris Andersen\anderch01","C",60,"MIA",36,20,18.9,2,3.5,0.58,0.1,0.2,0.308,1.9,3.2,0.598,0.589,1.3,1.9,0.667,1.3,3.7,5,0.7,0.4,1,0.7,1.5,5.3,1132,16.1,0.622,0.063,0.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,2.1,1.5,3.6,0.151,-1.2,2.3,1,0.9,"Andersen",5187500
"60","chrisbosh","Chris Bosh\boshch01","C",44,"MIA",30,44,35.4,7.8,16.9,0.46,1.4,3.8,0.375,6.4,13.1,0.485,0.503,4.1,5.3,0.772,1,6,7,2.2,0.9,0.6,2.2,1.6,21.1,1556,19.8,0.548,0.226,0.311,3.6,20,12,12,1.4,1.4,10.1,28.4,2.1,1.5,3.6,0.111,1,-1,-0.1,0.8,"Bosh",23741060
"61","chriscopeland","Chris Copeland\copelch01","SF",50,"IND",30,12,16.6,2.2,6.2,0.361,1,3.3,0.311,1.2,2.9,0.42,0.445,0.7,0.9,0.733,0.5,1.8,2.2,1,0.2,0.2,1.2,1.6,6.2,828,7.4,0.468,0.539,0.145,3.1,11.7,7.4,9.9,0.7,1,15.2,21.3,-0.9,0.8,-0.1,-0.008,-2.8,-1.5,-4.3,-0.5,"Copeland",805000
"62","chriskaman","Chris Kaman\kamanch01","C",74,"POR",32,13,18.9,3.8,7.4,0.515,0,0,0,3.8,7.4,0.515,0.515,1,1.4,0.706,2,4.5,6.5,0.9,0.2,0.7,1.5,1.9,8.6,1398,17.3,0.537,0,0.186,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,1.1,2.2,3.3,0.112,-2.5,1.1,-1.4,0.2,"Kaman",4908000
"63","chrispaul","Chris Paul\paulch01","PG",82,"LAC",29,82,34.8,6.9,14.3,0.485,1.7,4.3,0.398,5.2,10,0.523,0.545,3.5,3.9,0.9,0.6,4,4.6,10.2,1.9,0.2,2.3,2.5,19.1,2857,26,0.596,0.298,0.274,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,12.9,3.2,16.1,0.27,7.5,0,7.5,6.9,"Paul",21468695
